ENSG00000085999		A0A087WTB0	A0A087WTB0_HUMAN
ENSG00000085999		A0A087WV39	A0A087WV39_HUMAN
ENSG00000085999		A0A087WVW5	A0A087WVW5_HUMAN
ENSG00000085999		A0A087WW72	A0A087WW72_HUMAN
ENSG00000085999		A0A087WWG5	A0A087WWG5_HUMAN
ENSG00000085999		A0A087X124	A0A087X124_HUMAN
ENSG00000085999		Q92698	RAD54_HUMAN
ENSG00000085999		V9GYD3	V9GYD3_HUMAN
ENSG00000085999		V9GYX6	V9GYX6_HUMAN
ENSG00000064012		A0A0A0MS31	A0A0A0MS31_HUMAN
ENSG00000064012		C9JB29	C9JB29_HUMAN
ENSG00000064012		E7EQ01	E7EQ01_HUMAN
ENSG00000064012		E7EQ06	E7EQ06_HUMAN
ENSG00000064012		E7ETB7	E7ETB7_HUMAN
ENSG00000064012		E7EVN1	E7EVN1_HUMAN
ENSG00000064012		F8WF39	F8WF39_HUMAN
ENSG00000064012		H7BZM4	H7BZM4_HUMAN
ENSG00000064012		H7C0E2	H7C0E2_HUMAN
ENSG00000064012	ENSG00000064012 -> Q14790-1;Q14790-2;Q14790-3;Q14790-4;Q14790-5;Q14790-9	Q14790	CASP8_HUMAN
ENSG00000138376		A0A087WZ19	A0A087WZ19_HUMAN
ENSG00000138376		A0A087X0C6	A0A087X0C6_HUMAN
ENSG00000138376		A0A087X2H0	A0A087X2H0_HUMAN
ENSG00000138376		C9IYG1	C9IYG1_HUMAN
ENSG00000138376		C9J6M1	C9J6M1_HUMAN
ENSG00000138376		F6MDI1	F6MDI1_HUMAN
ENSG00000138376		F8WCG2	F8WCG2_HUMAN
ENSG00000138376	ENSG00000138376 -> Q99728-1;Q99728-2;Q99728-4	Q99728	BARD1_HUMAN
ENSG00000121879		C9J951	C9J951_HUMAN
ENSG00000121879		C9JAM9	C9JAM9_HUMAN
ENSG00000121879		P42336	PK3CA_HUMAN
ENSG00000072571		E5RI30	E5RI30_HUMAN
ENSG00000072571		E5RIH2	E5RIH2_HUMAN
ENSG00000072571	ENSG00000072571 -> O75330-1;O75330-2;O75330-3;O75330-4	O75330	HMMR_HUMAN
ENSG00000124588		A2A2U4	A2A2U4_HUMAN
ENSG00000124588		P16083	NQO2_HUMAN
ENSG00000124588		Q5TD05	Q5TD05_HUMAN
ENSG00000124588		Q5TD07	Q5TD07_HUMAN
ENSG00000124588		U3KQG7	U3KQG7_HUMAN
ENSG00000091831		B0QYW7	B0QYW7_HUMAN
ENSG00000091831		H0Y4W6	H0Y4W6_HUMAN
ENSG00000091831	ENSG00000091831 -> P03372-1	P03372	ESR1_HUMAN
ENSG00000091831		Q5T5H8	Q5T5H8_HUMAN
ENSG00000091831		Q9H2M1	Q9H2M1_HUMAN
ENSG00000091831		Q9H2M2	Q9H2M2_HUMAN
ENSG00000091831		Q9UE35	Q9UE35_HUMAN
ENSG00000023287		E5RH44	E5RH44_HUMAN
ENSG00000023287		E5RH63	E5RH63_HUMAN
ENSG00000023287		E5RHX0	E5RHX0_HUMAN
ENSG00000023287		E5RJC1	E5RJC1_HUMAN
ENSG00000023287		H0YC28	H0YC28_HUMAN
ENSG00000023287		H0YC30	H0YC30_HUMAN
ENSG00000023287	ENSG00000023287 -> Q8TDY2-1;Q8TDY2-2	Q8TDY2	RBCC1_HUMAN
ENSG00000110628		E9PMN7	E9PMN7_HUMAN
ENSG00000110628		E9PRM7	E9PRM7_HUMAN
ENSG00000110628		Q96BI1	S22AI_HUMAN
ENSG00000074319		F5H442	F5H442_HUMAN
ENSG00000074319		J3QKS4	J3QKS4_HUMAN
ENSG00000074319		J3QRU6	J3QRU6_HUMAN
ENSG00000074319	ENSG00000074319 -> Q99816-1	Q99816	TS101_HUMAN
ENSG00000149311		A0A087X0E9	A0A087X0E9_HUMAN
ENSG00000149311		E9PIN0	E9PIN0_HUMAN
ENSG00000149311		E9PIQ5	E9PIQ5_HUMAN
ENSG00000149311		E9PRG7	E9PRG7_HUMAN
ENSG00000149311		H0YDU7	H0YDU7_HUMAN
ENSG00000149311		H0YEC6	H0YEC6_HUMAN
ENSG00000149311		M0QXY8	M0QXY8_HUMAN
ENSG00000149311		Q13315	ATM_HUMAN
ENSG00000149311		Q6P7P1	Q6P7P1_HUMAN
ENSG00000133703		G3V4K2	G3V4K2_HUMAN
ENSG00000133703		G3V5T7	G3V5T7_HUMAN
ENSG00000133703	ENSG00000133703 -> P01116-1;P01116-2	P01116	RASK_HUMAN
ENSG00000139618		H0YD86	H0YD86_HUMAN
ENSG00000139618		H0YE37	H0YE37_HUMAN
ENSG00000139618		P51587	BRCA2_HUMAN
ENSG00000126215		G3V2L7	G3V2L7_HUMAN
ENSG00000126215		G3V2P3	G3V2P3_HUMAN
ENSG00000126215		G3V399	G3V399_HUMAN
ENSG00000126215		G3V3C8	G3V3C8_HUMAN
ENSG00000126215		G3V3H9	G3V3H9_HUMAN
ENSG00000126215		G3V3Q2	G3V3Q2_HUMAN
ENSG00000126215		G3V5K0	G3V5K0_HUMAN
ENSG00000126215		O43542	XRCC3_HUMAN
ENSG00000142208		A0A087WY56	A0A087WY56_HUMAN
ENSG00000142208		G3V2I6	G3V2I6_HUMAN
ENSG00000142208		G3V3X1	G3V3X1_HUMAN
ENSG00000142208		G3V4I6	G3V4I6_HUMAN
ENSG00000142208	ENSG00000142208 -> P31749-1	P31749	AKT1_HUMAN
ENSG00000051180		E9PI54	E9PI54_HUMAN
ENSG00000051180		E9PJ30	E9PJ30_HUMAN
ENSG00000051180		E9PNT5	E9PNT5_HUMAN
ENSG00000051180		H0YD61	H0YD61_HUMAN
ENSG00000051180	ENSG00000051180 -> Q06609-1;Q06609-2;Q06609-3;Q06609-4	Q06609	RAD51_HUMAN
ENSG00000051180		Q9NZG9	Q9NZG9_HUMAN
ENSG00000083093		H3BN63	H3BN63_HUMAN
ENSG00000083093		I3L1Z5	I3L1Z5_HUMAN
ENSG00000083093		I3L2S5	I3L2S5_HUMAN
ENSG00000083093		I3L3R6	I3L3R6_HUMAN
ENSG00000083093		Q86YC2	PALB2_HUMAN
ENSG00000039068		A0A087WU43	A0A087WU43_HUMAN
ENSG00000039068		A0A087WX17	A0A087WX17_HUMAN
ENSG00000039068		A0A087WXI5	A0A087WXI5_HUMAN
ENSG00000039068		H3BNC6	H3BNC6_HUMAN
ENSG00000039068		H3BVI7	H3BVI7_HUMAN
ENSG00000039068		J3QKP1	J3QKP1_HUMAN
ENSG00000039068	ENSG00000039068 -> P12830-1;P12830-2	P12830	CADH1_HUMAN
ENSG00000141510		A0A087WT22	A0A087WT22_HUMAN
ENSG00000141510		A0A087WXZ1	A0A087WXZ1_HUMAN
ENSG00000141510		A0A087WZU8	A0A087WZU8_HUMAN
ENSG00000141510		A0A087X1Q1	A0A087X1Q1_HUMAN
ENSG00000141510		A0A0U1RQC9	A0A0U1RQC9_HUMAN
ENSG00000141510		E7EMR6	E7EMR6_HUMAN
ENSG00000141510		E7EQX7	E7EQX7_HUMAN
ENSG00000141510		E7ESS1	E7ESS1_HUMAN
ENSG00000141510		E9PCY9	E9PCY9_HUMAN
ENSG00000141510		E9PFT5	E9PFT5_HUMAN
ENSG00000141510		I3L0W9	I3L0W9_HUMAN
ENSG00000141510		J3KP33	J3KP33_HUMAN
