ENSG00000179348		A0A1D5RMQ8	A0A1D5RMQ8_HUMAN
ENSG00000179348		C9J965	C9J965_HUMAN
ENSG00000179348	ENSG00000179348 -> P23769-1;P23769-2	P23769	GATA2_HUMAN
ENSG00000178053		C9J3M3	C9J3M3_HUMAN
ENSG00000178053		C9JNE5	C9JNE5_HUMAN
ENSG00000178053		C9K0D3	C9K0D3_HUMAN
ENSG00000178053		C9K0D4	C9K0D4_HUMAN
ENSG00000178053		F8VXT4	F8VXT4_HUMAN
ENSG00000178053		F8WEY0	F8WEY0_HUMAN
ENSG00000178053	ENSG00000178053 -> P58340-1;P58340-2;P58340-3;P58340-4;P58340-5	P58340	MLF1_HUMAN
ENSG00000145012		A0A087WZF1	A0A087WZF1_HUMAN
ENSG00000145012		C9J1K7	C9J1K7_HUMAN
ENSG00000145012		C9J2R5	C9J2R5_HUMAN
ENSG00000145012		C9J3U9	C9J3U9_HUMAN
ENSG00000145012		C9J4E3	C9J4E3_HUMAN
ENSG00000145012		C9J5C8	C9J5C8_HUMAN
ENSG00000145012		C9JE51	C9JE51_HUMAN
ENSG00000145012		C9JIY7	C9JIY7_HUMAN
ENSG00000145012		C9JT42	C9JT42_HUMAN
ENSG00000145012		C9JUT4	C9JUT4_HUMAN
ENSG00000145012		C9JXK9	C9JXK9_HUMAN
ENSG00000145012		Q93052	LPP_HUMAN
ENSG00000109220		D6RDW7	D6RDW7_HUMAN
ENSG00000109220		H0Y8H1	H0Y8H1_HUMAN
ENSG00000109220		Q9UKJ5	CHIC2_HUMAN
ENSG00000157404	ENSG00000157404 -> P10721-1;P10721-2	P10721	KIT_HUMAN
ENSG00000164362	ENSG00000164362 -> O14746-1;O14746-2;O14746-3;O14746-4	O14746	TERT_HUMAN
ENSG00000181163		E5RGW4	E5RGW4_HUMAN
ENSG00000181163		E5RI98	E5RI98_HUMAN
ENSG00000181163	ENSG00000181163 -> P06748-1;P06748-2;P06748-3	P06748	NPM_HUMAN
ENSG00000165671		A0A1D5RMR9	A0A1D5RMR9_HUMAN
ENSG00000165671		D6RA58	D6RA58_HUMAN
